INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT
872	116	5	36770981	735419	151.5	1	36770981	735419	151.5	1	68261024	1365220	151.5	1	20341394	406827	151.5	1	8019203	160384	151.5	1	26671585	533431	151.5	1	26671585	533431	151.5	1	13696578	273931	151.5	1	28739826	574796	151.5	1	10857733	217154	151.5	1	13935676	278713	151.5	1
873	117	5	37305832	746116	153	1	37305832	746116	153	1	69253911	1385078	153	1	20637268	412745	153	1	8135846	162716	153	1	27059535	541190	153	1	27059535	541190	153	1	13895801	277916	153	1	29157860	583157	153	1	11015663	220313	153	1	14138377	282767	153	1
874	118	5	37840682	756813	154.5	1	37840682	756813	154.5	1	70246799	1404935	154.5	1	20933143	418662	154.5	1	8252489	165049	154.5	1	27447486	548949	154.5	1	27447486	548949	154.5	1	14095024	281900	154.5	1	29575893	591517	154.5	1	11173594	223471	154.5	1	14341078	286821	154.5	1
875	119	5	38375533	767510	156	1	38375533	767510	156	1	71239687	1424793	156	1	21229018	424580	156	1	8369132	167382	156	1	27835436	556708	156	1	27835436	556708	156	1	14294247	285884	156	1	29993927	599878	156	1	11331525	226630	156	1	14543778	290875	156	1
876	120	5	38910384	778207	157.5	1	38910384	778207	157.5	1	72232574	1444651	157.5	1	21524893	430497	157.5	1	8485775	169715	157.5	1	28223386	564467	157.5	1	28223386	564467	157.5	1	14493469	289869	157.5	1	30411961	608239	157.5	1	11489455	229789	157.5	1	14746479	294929	157.5	1
877	121	5	39445234	788904	159	1	39445234	788904	159	1	73225462	1464509	159	1	21820768	436415	159	1	8602418	172048	159	1	28611337	572226	159	1	28611337	572226	159	1	14692692	293853	159	1	30829995	616599	159	1	11647386	232947	159	1	14949180	298983	159	1
878	122	5	39980085	799601	160.5	1	39980085	799601	160.5	1	74218349	1484366	160.5	1	22116642	442332	160.5	1	8719061	174381	160.5	1	28999287	579985	160.5	1	28999287	579985	160.5	1	14891915	297838	160.5	1	31248029	624960	160.5	1	11805317	236106	160.5	1	15151881	303037	160.5	1
879	123	5	40514935	810298	162	1	40514935	810298	162	1	75211237	1504224	162	1	22412517	448250	162	1	8835704	176714	162	1	29387238	587744	162	1	29387238	587744	162	1	15091138	301822	162	1	31666063	633321	162	1	11963247	239264	162	1	15354581	307091	162	1
880	124	5	41049786	820995	163.5	1	41049786	820995	163.5	1	76204125	1524082	163.5	1	22708392	454167	163.5	1	8952347	179046	163.5	1	29775188	595503	163.5	1	29775188	595503	163.5	1	15290361	305807	163.5	1	32084096	641681	163.5	1	12121178	242423	163.5	1	15557282	311145	163.5	1
881	125	5	41584637	831692	165	1	41584637	831692	165	1	77197012	1543940	165	1	23004267	460085	165	1	9068990	181379	165	1	30163138	603262	165	1	30163138	603262	165	1	15489584	309791	165	1	32502130	650042	165	1	12279109	245582	165	1	15759983	315199	165	1
882	126	5	42119487	842389	166.5	1	42119487	842389	166.5	1	78189900	1563798	166.5	1	23300142	466002	166.5	1	9185633	183712	166.5	1	30551089	611021	166.5	1	30551089	611021	166.5	1	15688807	313776	166.5	1	32920164	658403	166.5	1	12437039	248740	166.5	1	15962684	319253	166.5	1
883	127	5	42654338	853086	168	1	42654338	853086	168	1	79182788	1583655	168	1	23596017	471920	168	1	9302275	186045	168	1	30939039	618780	168	1	30939039	618780	168	1	15888030	317760	168	1	33338198	666763	168	1	12594970	251899	168	1	16165384	323307	168	1
884	128	5	43189189	863783	169.5	1	43189189	863783	169.5	1	80175675	1603513	169.5	1	23891891	477837	169.5	1	9418918	188378	169.5	1	31326989	626539	169.5	1	31326989	626539	169.5	1	16087253	321745	169.5	1	33756232	675124	169.5	1	12752901	255058	169.5	1	16368085	327361	169.5	1
885	129	5	43724039	874480	171	1	43724039	874480	171	1	81168563	1623371	171	1	24187766	483755	171	1	9535561	190711	171	1	31714940	634298	171	1	31714940	634298	171	1	16286476	325729	171	1	34174266	683485	171	1	12910831	258216	171	1	16570786	331415	171	1
886	130	5	44258890	885177	172.5	1	44258890	885177	172.5	1	82161450	1643229	172.5	1	24483641	489672	172.5	1	9652204	193044	172.5	1	32102890	642057	172.5	1	32102890	642057	172.5	1	16485699	329713	172.5	1	34592299	691845	172.5	1	13068762	261375	172.5	1	16773487	335469	172.5	1
887	131	5	44793741	895874	174	1	44793741	895874	174	1	83154338	1663086	174	1	24779516	495590	174	1	9768847	195376	174	1	32490840	649816	174	1	32490840	649816	174	1	16684922	333698	174	1	35010333	700206	174	1	13226693	264533	174	1	16976187	339523	174	1
888	132	5	45328591	906571	175.5	1	45328591	906571	175.5	1	84147226	1682944	175.5	1	25075391	501507	175.5	1	9885490	197709	175.5	1	32878791	657575	175.5	1	32878791	657575	175.5	1	16884145	337682	175.5	1	35428367	708567	175.5	1	13384623	267692	175.5	1	17178888	343577	175.5	1
889	133	5	45863442	917268	177	1	45863442	917268	177	1	85140113	1702802	177	1	25371266	507425	177	1	10002133	200042	177	1	33266741	665334	177	1	33266741	665334	177	1	17083368	341667	177	1	35846401	716928	177	1	13542554	270851	177	1	17381589	347631	177	1
890	134	5	46398293	927965	178.5	1	46398293	927965	178.5	1	86133001	1722660	178.5	1	25667140	513342	178.5	1	10118776	202375	178.5	1	33654691	673093	178.5	1	33654691	673093	178.5	1	17282591	345651	178.5	1	36264435	725288	178.5	1	13700485	274009	178.5	1	17584290	351685	178.5	1
891	135	5	46933143	938662	180	1	46933143	938662	180	1	87125889	1742517	180	1	25963015	519260	180	1	10235419	204708	180	1	34042642	680852	180	1	34042642	680852	180	1	17481814	349636	180	1	36682469	733649	180	1	13858415	277168	180	1	17786990	355739	180	1
892	136	5	47467994	949359	181.5	1	47467994	949359	181.5	1	88118776	1762375	181.5	1	26258890	525177	181.5	1	10352062	207041	181.5	1	34430592	688611	181.5	1	34430592	688611	181.5	1	17681037	353620	181.5	1	37100502	742010	181.5	1	14016346	280326	181.5	1	17989691	359793	181.5	1
893	137	5	48002844	960056	183	1	48002844	960056	183	1	89111664	1782233	183	1	26554765	531095	183	1	10468705	209374	183	1	34818542	696370	183	1	34818542	696370	183	1	17880260	357605	183	1	37518536	750370	183	1	14174277	283485	183	1	18192392	363847	183	1
894	138	5	48537695	970753	184.5	1	48537695	970753	184.5	1	90104551	1802091	184.5	1	26850640	537012	184.5	1	10585348	211706	184.5	1	35206493	704129	184.5	1	35206493	704129	184.5	1	18079483	361589	184.5	1	37936570	758731	184.5	1	14332207	286644	184.5	1	18395093	367901	184.5	1
895	139	5	49072546	981450	186	1	49072546	981450	186	1	91097439	1821948	186	1	27146514	542930	186	1	10701991	214039	186	1	35594443	711888	186	1	35594443	711888	186	1	18278706	365574	186	1	38354604	767092	186	1	14490138	289802	186	1	18597793	371955	186	1
896	140	5	49607396	992147	187.5	1	49607396	992147	187.5	1	92090327	1841806	187.5	1	27442389	548847	187.5	1	10818634	216372	187.5	1	35982393	719647	187.5	1	35982393	719647	187.5	1	18477929	369558	187.5	1	38772638	775452	187.5	1	14648069	292961	187.5	1	18800494	376009	187.5	1
897	141	5	50142247	1002844	189	1	50142247	1002844	189	1	93083214	1861664	189	1	27738264	554765	189	1	10935277	218705	189	1	36370344	727406	189	1	36370344	727406	189	1	18677152	373543	189	1	39190672	783813	189	1	14805999	296119	189	1	19003195	380063	189	1
898	142	5	50677098	1013541	190.5	1	50677098	1013541	190.5	1	94076102	1881522	190.5	1	28034139	560682	190.5	1	11051920	221038	190.5	1	36758294	735165	190.5	1	36758294	735165	190.5	1	18876374	377527	190.5	1	39608705	792174	190.5	1	14963930	299278	190.5	1	19205896	384117	190.5	1
899	143	5	51211948	1024238	192	1	51211948	1024238	192	1	95068990	1901379	192	1	28330014	566600	192	1	11168563	223371	192	1	37146244	742924	192	1	37146244	742924	192	1	19075597	381511	192	1	40026739	800534	192	1	15121861	302437	192	1	19408596	388171	192	1
900	144	5	51746799	1034935	193.5	1	51746799	1034935	193.5	1	96061877	1921237	193.5	1	28625889	572517	193.5	1	11285206	225704	193.5	1	37534195	750683	193.5	1	37534195	750683	193.5	1	19274820	385496	193.5	1	40444773	808895	193.5	1	15279791	305595	193.5	1	19611297	392225	193.5	1
901	145	5	52281650	1045633	195	1	52281650	1045633	195	1	97054765	1941095	195	1	28921763	578435	195	1	11401849	228036	195	1	37922145	758442	195	1	37922145	758442	195	1	19474043	389480	195	1	40862807	817256	195	1	15437722	308754	195	1	19813998	396279	195	1
902	146	5	52816500	1056330	196.5	1	52816500	1056330	196.5	1	98047652	1960953	196.5	1	29217638	584352	196.5	1	11518492	230369	196.5	1	38310095	766201	196.5	1	38310095	766201	196.5	1	19673266	393465	196.5	1	41280841	825616	196.5	1	15595653	311913	196.5	1	20016699	400333	196.5	1
903	147	5	53351351	1067027	198	1	53351351	1067027	198	1	99040540	1980810	198	1	29513513	590270	198	1	11635135	232702	198	1	38698046	773960	198	1	38698046	773960	198	1	19872489	397449	198	1	41698875	833977	198	1	15753583	315071	198	1	20219399	404387	198	1
904	148	5	53886201	1077724	199.5	1	53886201	1077724	199.5	1	100033428	2000668	199.5	1	29809388	596187	199.5	1	11751778	235035	199.5	1	39085996	781719	199.5	1	39085996	781719	199.5	1	20071712	401434	199.5	1	42116908	842338	199.5	1	15911514	318230	199.5	1	20422100	408442	199.5	1
905	149	5	54421052	1088421	201	1	54421052	1088421	201	1	101026315	2020526	201	1	30105263	602105	201	1	11868421	237368	201	1	39473946	789478	201	1	39473946	789478	201	1	20270935	405418	201	1	42534942	850698	201	1	16069445	321388	201	1	20624801	412496	201	1
906	150	5	54955903	1099118	202.5	1	54955903	1099118	202.5	1	102019203	2040384	202.5	1	30401137	608022	202.5	1	11985064	239701	202.5	1	39861897	797237	202.5	1	39861897	797237	202.5	1	20470158	409403	202.5	1	42952976	859059	202.5	1	16227375	324547	202.5	1	20827502	416550	202.5	1
907	0	6	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1
908	1	6	1045	31	1	1	1045	31	1	1	3056	91	1	1	816	24	1	1	1035	31	1	1	910	27	1	1	910	27	1	1	840	25	1	1	931	27	1	1	1201	36	1	1	1031	30	1	1
909	2	6	12992	389	2	1	12992	389	2	1	37987	1139	2	1	10146	304	2	1	12868	386	2	1	11318	339	2	1	11318	339	2	1	10446	313	2	1	11569	347	2	1	14933	447	2	1	12812	384	2	1
910	3	6	37262	1117	3	1	37262	1117	3	1	108947	3268	3	1	29100	872	3	1	36907	1107	3	1	32462	973	3	1	32462	973	3	1	29961	898	3	1	33181	995	3	1	42829	1284	3	1	36745	1102	3	1
911	4	6	70333	2109	4	1	70333	2109	4	1	205640	6169	4	1	54926	1647	4	1	69663	2089	4	1	61273	1838	4	1	61273	1838	4	1	56552	1696	4	1	62630	1878	4	1	80841	2425	4	1	69358	2080	4	1
912	5	6	110834	3324	5	1	110834	3324	5	1	324057	9721	5	1	86556	2596	5	1	109778	3293	5	1	96557	2896	5	1	96557	2896	5	1	89117	2673	5	1	98696	2960	5	1	127393	3821	5	1	109297	3278	5	1
913	6	6	157942	4738	6	1	157942	4738	6	1	461792	13853	6	1	123345	3700	6	1	156437	4693	6	1	137597	4127	6	1	137597	4127	6	1	126995	3809	6	1	140645	4219	6	1	181540	5446	6	1	155752	4672	6	1
914	7	6	211086	6332	7	1	211086	6332	7	1	617175	18515	7	1	164848	4945	7	1	209075	6272	7	1	183895	5516	7	1	183895	5516	7	1	169726	5091	7	1	187970	5639	7	1	242624	7278	7	1	208160	6244	7	1
915	8	6	269838	8095	8	1	269838	8095	8	1	788957	23668	8	1	210731	6321	8	1	267268	8018	8	1	235080	7052	8	1	235080	7052	8	1	216967	6509	8	1	240288	7208	8	1	310155	9304	8	1	266098	7982	8	1
916	9	6	333862	10015	9	1	333862	10015	9	1	976150	29284	9	1	260730	7821	9	1	330682	9920	9	1	290857	8725	9	1	290857	8725	9	1	268446	8053	9	1	297301	8919	9	1	383744	11512	9	1	329234	9877	9	1
917	10	6	402882	12086	10	1	402882	12086	10	1	1177950	35338	10	1	314631	9438	10	1	399045	11971	10	1	350986	10529	10	1	350986	10529	10	1	323942	9718	10	1	358762	10762	10	1	463076	13892	10	1	397297	11918	10	1
918	11	6	476666	14299	11	1	476666	14299	11	1	1393683	41810	11	1	372254	11167	11	1	472127	14163	11	1	415266	12457	11	1	415266	12457	11	1	383270	11498	11	1	424467	12733	11	1	547885	16436	11	1	470059	14101	11	1
919	12	6	555019	16650	12	1	555019	16650	12	1	1622772	48683	12	1	433444	13003	12	1	549734	16491	12	1	483527	14505	12	1	483527	14505	12	1	446271	13388	12	1	494239	14827	12	1	637945	19138	12	1	547326	16419	12	1
920	13	6	637769	19133	13	1	637769	19133	13	1	1864717	55941	13	1	498067	14942	13	1	631695	18950	13	1	555617	16668	13	1	555617	16668	13	1	512807	15384	13	1	567927	17037	13	1	733059	21991	13	1	628929	18867	13	1
921	14	6	724765	21742	14	1	724765	21742	14	1	2119077	63572	14	1	566007	16980	14	1	717863	21535	14	1	631407	18942	14	1	631407	18942	14	1	582757	17482	14	1	645397	19361	14	1	833053	24991	14	1	714719	21441	14	1
922	15	6	815874	24476	15	1	815874	24476	15	1	2385460	71563	15	1	637158	19114	15	1	808103	24243	15	1	710780	21323	15	1	710780	21323	15	1	656014	19680	15	1	726528	21795	15	1	937774	28133	15	1	804565	24136	15	1
923	16	6	910974	27329	16	1	910974	27329	16	1	2663515	79905	16	1	711427	21342	16	1	902298	27068	16	1	793630	23808	16	1	793630	23808	16	1	732481	21974	16	1	811214	24336	16	1	1047083	31412	16	1	898347	26950	16	1
924	17	6	1009957	30298	17	1	1009957	30298	17	1	2952924	88587	17	1	788728	23661	17	1	1000339	30010	17	1	879863	26395	17	1	879863	26395	17	1	812070	24362	17	1	899357	26980	17	1	1160855	34825	17	1	995958	29878	17	1
925	18	6	1112725	33381	18	1	1112725	33381	18	1	3253396	97601	18	1	868985	26069	18	1	1102127	33063	18	1	969393	29081	18	1	969393	29081	18	1	894702	26841	18	1	990871	29726	18	1	1278978	38369	18	1	1097301	32918	18	1
926	19	6	1219186	36575	19	1	1219186	36575	19	1	3564668	106939	19	1	952126	28563	19	1	1207574	36227	19	1	1062141	31864	19	1	1062141	31864	19	1	980303	29409	19	1	1085673	32570	19	1	1401345	42040	19	1	1202286	36068	19	1
927	20	6	1329256	39877	20	1	1329256	39877	20	1	3886494	116594	20	1	1038086	31142	20	1	1316597	39497	20	1	1158033	34740	20	1	1158033	34740	20	1	1068807	32064	20	1	1183690	35510	20	1	1527861	45835	20	1	1310831	39324	20	1
928	21	6	1442860	43285	21	1	1442860	43285	21	1	4218648	126559	21	1	1126805	33804	21	1	1429118	42873	21	1	1257003	37710	21	1	1257003	37710	21	1	1160151	34804	21	1	1284853	38545	21	1	1658438	49753	21	1	1422860	42685	21	1
929	22	6	1559924	46797	22	1	1559924	46797	22	1	4560921	136827	22	1	1218226	36546	22	1	1545067	46351	22	1	1358988	40769	22	1	1358988	40769	22	1	1254278	37628	22	1	1389097	41672	22	1	1792993	53789	22	1	1538301	46148	22	1
930	23	6	1680382	50411	23	1	1680382	50411	23	1	4913117	147393	23	1	1312298	39368	23	1	1664378	49931	23	1	1463930	43917	23	1	1463930	43917	23	1	1351134	40533	23	1	1496364	44890	23	1	1931448	57943	23	1	1657089	49712	23	1
931	24	6	1804171	54125	24	1	1804171	54125	24	1	5275052	158251	24	1	1408971	42269	24	1	1786988	53609	24	1	1571773	47153	24	1	1571773	47153	24	1	1450668	43520	24	1	1606597	48197	24	1	2073733	62211	24	1	1779163	53374	24	1
932	25	6	1931232	57936	25	1	1931232	57936	25	1	5646556	169396	25	1	1508200	45245	25	1	1912840	57385	25	1	1682468	50474	25	1	1682468	50474	25	1	1552834	46584	25	1	1719744	51592	25	1	2219778	66593	25	1	1904463	57133	25	1
933	26	6	2061511	61845	26	1	2061511	61845	26	1	6027467	180823	26	1	1609942	48298	26	1	2041878	61256	26	1	1795965	53878	26	1	1795965	53878	26	1	1657586	49727	26	1	1835756	55072	26	1	2369522	71085	26	1	2032936	60988	26	1
934	27	6	2194955	65848	27	1	2194955	65848	27	1	6417631	192528	27	1	1714155	51424	27	1	2174051	65221	27	1	1912220	57366	27	1	1912220	57366	27	1	1764884	52946	27	1	1954586	58637	27	1	2522904	75687	27	1	2164530	64935	27	1
935	28	6	2331515	69945	28	1	2331515	69945	28	1	6816906	204507	28	1	1820802	54624	28	1	2309310	69279	28	1	2031190	60935	28	1	2031190	60935	28	1	1874686	56240	28	1	2076192	62285	28	1	2679867	80396	28	1	2299197	68975	28	1
936	29	6	2471144	74134	29	1	2471144	74134	29	1	7225155	216754	29	1	1929845	57895	29	1	2447609	73428	29	1	2152833	64584	29	1	2152833	64584	29	1	1986957	59608	29	1	2200530	66015	29	1	2840358	85210	29	1	2436890	73106	29	1
937	30	6	2613798	78413	30	1	2613798	78413	30	1	7642247	229267	30	1	2041251	61237	30	1	2588904	77667	30	1	2277111	68313	30	1	2277111	68313	30	1	2101660	63049	30	1	2327562	69826	30	1	3004326	90129	30	1	2577567	77327	30	1
938	31	6	2763157	82894	31.25	1	2763157	82894	31.25	1	8078947	242368	31.25	1	2157894	64736	31.25	1	2736842	82105	31.25	1	2407232	72216	31.25	1	2407232	72216	31.25	1	2221754	66652	31.25	1	2460565	73816	31.25	1	3176002	95280	31.25	1	2724856	81745	31.25	1
939	32	6	2912517	87375	32.5	1	2912517	87375	32.5	1	8515647	255469	32.5	1	2274537	68236	32.5	1	2884779	86543	32.5	1	2537352	76120	32.5	1	2537352	76120	32.5	1	2341849	70255	32.5	1	2593569	77807	32.5	1	3347678	100430	32.5	1	2872146	86164	32.5	1
940	33	6	3061877	91856	33.75	1	3061877	91856	33.75	1	8952347	268570	33.75	1	2391180	71735	33.75	1	3032716	90981	33.75	1	2667473	80024	33.75	1	2667473	80024	33.75	1	2461944	73858	33.75	1	2726572	81797	33.75	1	3519353	105580	33.75	1	3019436	90583	33.75	1
941	34	6	3211237	96337	35	1	3211237	96337	35	1	9389046	281671	35	1	2507823	75234	35	1	3180654	95419	35	1	2797594	83927	35	1	2797594	83927	35	1	2582039	77461	35	1	2859576	85787	35	1	3691029	110730	35	1	3166725	95001	35	1
942	35	6	3360597	100817	36.25	1	3360597	100817	36.25	1	9825746	294772	36.25	1	2624466	78733	36.25	1	3328591	99857	36.25	1	2927714	87831	36.25	1	2927714	87831	36.25	1	2702134	81064	36.25	1	2992579	89777	36.25	1	3862705	115881	36.25	1	3314015	99420	36.25	1
943	36	6	3509957	105298	37.5	1	3509957	105298	37.5	1	10262446	307873	37.5	1	2741109	82233	37.5	1	3476529	104295	37.5	1	3057835	91735	37.5	1	3057835	91735	37.5	1	2822229	84666	37.5	1	3125583	93767	37.5	1	4034381	121031	37.5	1	3461304	103839	37.5	1
944	37	6	3659317	109779	38.75	1	3659317	109779	38.75	1	10699146	320974	38.75	1	2857752	85732	38.75	1	3624466	108733	38.75	1	3187956	95638	38.75	1	3187956	95638	38.75	1	2942324	88269	38.75	1	3258586	97757	38.75	1	4206057	126181	38.75	1	3608594	108257	38.75	1
945	38	6	3808677	114260	40	1	3808677	114260	40	1	11135846	334075	40	1	2974395	89231	40	1	3772403	113172	40	1	3318076	99542	40	1	3318076	99542	40	1	3062418	91872	40	1	3391590	101747	40	1	4377732	131331	40	1	3755883	112676	40	1
946	39	6	3958036	118741	41.25	1	3958036	118741	41.25	1	11572546	347176	41.25	1	3091038	92731	41.25	1	3920341	117610	41.25	1	3448197	103445	41.25	1	3448197	103445	41.25	1	3182513	95475	41.25	1	3524594	105737	41.25	1	4549408	136482	41.25	1	3903173	117095	41.25	1
947	40	6	4107396	123221	42.5	1	4107396	123221	42.5	1	12009246	360277	42.5	1	3207681	96230	42.5	1	4068278	122048	42.5	1	3578318	107349	42.5	1	3578318	107349	42.5	1	3302608	99078	42.5	1	3657597	109727	42.5	1	4721084	141632	42.5	1	4050463	121513	42.5	1
948	41	6	4256756	127702	43.75	1	4256756	127702	43.75	1	12445945	373378	43.75	1	3324324	99729	43.75	1	4216216	126486	43.75	1	3708438	111253	43.75	1	3708438	111253	43.75	1	3422703	102681	43.75	1	3790601	113718	43.75	1	4892760	146782	43.75	1	4197752	125932	43.75	1
949	42	6	4406116	132183	45	1	4406116	132183	45	1	12882645	386479	45	1	3440967	103229	45	1	4364153	130924	45	1	3838559	115156	45	1	3838559	115156	45	1	3542798	106283	45	1	3923604	117708	45	1	5064436	151933	45	1	4345042	130351	45	1
950	43	6	4555476	136664	46.25	1	4555476	136664	46.25	1	13319345	399580	46.25	1	3557610	106728	46.25	1	4512091	135362	46.25	1	3968680	119060	46.25	1	3968680	119060	46.25	1	3662893	109886	46.25	1	4056608	121698	46.25	1	5236111	157083	46.25	1	4492331	134769	46.25	1
951	44	6	4704836	141145	47.5	1	4704836	141145	47.5	1	13756045	412681	47.5	1	3674253	110227	47.5	1	4660028	139800	47.5	1	4098800	122964	47.5	1	4098800	122964	47.5	1	3782988	113489	47.5	1	4189611	125688	47.5	1	5407787	162233	47.5	1	4639621	139188	47.5	1
952	45	6	4854196	145625	48.75	1	4854196	145625	48.75	1	14192745	425782	48.75	1	3790896	113726	48.75	1	4807965	144238	48.75	1	4228921	126867	48.75	1	4228921	126867	48.75	1	3903082	117092	48.75	1	4322615	129678	48.75	1	5579463	167383	48.75	1	4786910	143607	48.75	1
953	46	6	5003556	150106	50	1	5003556	150106	50	1	14629445	438883	50	1	3907539	117226	50	1	4955903	148677	50	1	4359042	130771	50	1	4359042	130771	50	1	4023177	120695	50	1	4455618	133668	50	1	5751139	172534	50	1	4934200	148026	50	1
954	47	6	5152916	154587	51.25	1	5152916	154587	51.25	1	15066145	451984	51.25	1	4024182	120725	51.25	1	5103840	153115	51.25	1	4489162	134674	51.25	1	4489162	134674	51.25	1	4143272	124298	51.25	1	4588622	137658	51.25	1	5922815	177684	51.25	1	5081489	152444	51.25	1
955	48	6	5302275	159068	52.5	1	5302275	159068	52.5	1	15502844	465085	52.5	1	4140825	124224	52.5	1	5251778	157553	52.5	1	4619283	138578	52.5	1	4619283	138578	52.5	1	4263367	127901	52.5	1	4721626	141648	52.5	1	6094490	182834	52.5	1	5228779	156863	52.5	1
956	49	6	5451635	163549	53.75	1	5451635	163549	53.75	1	15939544	478186	53.75	1	4257467	127724	53.75	1	5399715	161991	53.75	1	4749404	142482	53.75	1	4749404	142482	53.75	1	4383462	131503	53.75	1	4854629	145638	53.75	1	6266166	187985	53.75	1	5376069	161282	53.75	1
