INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT
ID	分类 ID（互斥用）	PRI优先级	图标文件名	触发特效ID	触发特效的音效ID	触发特效的绑定点	持续性特效ID	持续特效的音效ID	持续性特效的绑定点	死后是否保留	是否可以被技能驱散	是否是负面效果	是否可以被手动取消	是否为线性特效	线性特效的绑定点	效果说明$1$	特殊坐骑效果	置顶显示	预留	预留
4523	99	2200	RideHeader1_5							0	0	0	1	0		坐骑：鹿。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4524	99	2200	RideHeader1_9							0	0	0	1	0		坐骑：雕。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4525	99	2200	RideHeader1_7							0	0	0	1	0		坐骑：灰狼。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4526	99	2200	RideHeader1_14							0	0	0	1	0		坐骑：白虎。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4527	99	2200	RideHeader1_2							0	0	0	1	0		坐骑：青白骢马。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4528	99	2200	RideHeader1_12							0	0	0	1	0		坐骑：白骆驼。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4529	99	2200	RideHeader2_1							0	0	0	1	0		坐骑：金翼鹤。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4530	99	2200	RideHeader1_15							0	0	0	1	0		坐骑：红白凤。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4531	99	2200	RideHeader1_4							0	0	0	1	0		坐骑：白牦牛。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4532	99	2200	RideHeader1_6							0	0	0	1	0		坐骑：白鹿。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4533	99	2200	RideHeader1_10							0	0	0	1	0		坐骑：白雕。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4534	99	2200	RideHeader1_8							0	0	0	1	0		坐骑：白狼。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4535	99	2200	RideHeader2_3							0	0	0	1	0		坐骑：狮子。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4536	99	2200	RideHeader2_4							0	0	0	1	0		坐骑：白狮。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4537	99	2200	RideHeader2_6							0	0	0	1	0		坐骑：象。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4538	99	2200	RideHeader2_15							0	0	0	1	0		坐骑：犀牛。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4539	99	2200	RideHeader2_12							0	0	0	1	0		坐骑：玄龟。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4540	99	2200	RideHeader2_10							0	0	0	1	0		坐骑：陆吾。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4541	99	2200	RideHeader2_13							0	0	0	1	0		坐骑：木牛流马。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4542	99	2200	RideHeader2_9							0	0	0	1	0		坐骑：熊。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4543	99	2200	RideHeader2_14							0	0	0	1	0		坐骑：符文骑士。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4544	99	2200	RideHeader2_11							0	0	0	1	0		坐骑：鸵鸟。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4545	99	2200	Ride2_15							0	0	0	1	0		坐骑：河马。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4546	99	2200	Ride2_11							0	0	0	1	0		坐骑：马车。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4547	99	2200	Ride2_13							0	0	0	1	0		坐骑：天马。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4548	99	2200	Ride2_9							0	0	0	1	0		坐骑：兔子。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4549	99	2200	Ride2_14							0	0	0	1	0		坐骑：舞狮。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4550	99	2200	Ride2_10							0	0	0	1	0		坐骑：驯鹿。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4551	99	2200	RideHeader2_6							0	0	0	1	0		坐骑：象。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4552	99	2200	RideHeader1_3							0	0	0	1	0		坐骑：牦牛。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4553	99	2200	RideHeader2_12							0	0	0	1	0		坐骑：玄龟。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4554	99	2200	RideHeader2_10							0	0	0	1	0		坐骑：陆吾。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4555	99	2200	RideHeader2_13							0	0	0	1	0		坐骑：木牛流马。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4556	99	2200	RideHeader2_14							0	0	0	1	0		坐骑：符文骑士。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4557	99	2200	RideHeader2_11							0	0	0	1	0		坐骑：鸵鸟。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4558	99	2200	Ride2_12							0	0	0	1	0		坐骑：雪羽。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4559	99	2200	RideHeader2_7							0	0	0	1	0		坐骑：飞龙。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4560	99	2200	RideHeader2_16							0	0	0	1	0		坐骑：巨人。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4561	99	2200	Ride2_3							0	0	0	1	0		坐骑：雪橇。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4562	99	2200	Ride2_4							0	0	0	1	0		坐骑：紫电。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4563	99	2200	Ride2_16							0	0	0	1	0		坐骑：冥羽。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4564	99	2200	RideHeader2_8							0	0	0	1	0		坐骑：如意熊。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4565	99	2200	Ride2_5							0	0	0	1	0		坐骑：碧水金睛兽。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4566	99	2200	Ride2_6							0	0	0	1	0		坐骑：年兽。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4567	99	2200	Ride2_7							0	0	0	1	0		坐骑：花车。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4568	99	2200	Ride2_8							0	0	0	1	0		坐骑：旋转木马。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4569	99	2200	RideHeader3_1							0	0	0	1	0		坐骑：白云。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4570	99	2200	RideHeader3_2							0	0	0	1	0		坐骑：黑土。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4571	99	2200	RideHeader3_3							0	0	0	1	0		坐骑：巨猿。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4572	99	2200	RideHeader3_5							0	0	0	1	0		坐骑：琉璃凤。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4573	99	2200	RideHeader3_8							0	0	0	1	0		坐骑：银月狼。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4574	99	2200	RideHeader3_12							0	0	0	1	0		坐骑：烈焰狮。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4575	99	2200	RideHeader3_7							0	0	0	1	0		坐骑：如意虎。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4576	99	2200	RideHeader3_10							0	0	0	1	0		坐骑：龙血马。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4577	99	2200	RideHeader3_4							0	0	0	1	0		坐骑：鹜影雕。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4578	99	2200	RideHeader3_6							0	0	0	1	0		坐骑：瑞莲鹤。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4579	99	2200	RideHeader3_9							0	0	0	1	0		坐骑：七彩鹿。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4580	99	2200	RideHeader3_11							0	0	0	1	0		坐骑：青牦牛。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4581	99	2200	RideHeader3_13							0	0	0	1	0		翅膀：幻羽。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4582	99	2200	RideHeader3_14							0	0	0	1	0		坐骑：闪电貂。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4583	99	2200	RideHeader3_15							0	0	0	1	0		坐骑：蝶羽。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4584	99	2200	RideHeader2_10							0	0	0	1	0		坐骑：陆吾。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4585	99	2200	RideHeader3_16							0	0	0	1	0		坐骑：巴天虎。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4586	99	2200	RideHeader4_4							0	0	0	1	0		坐骑：飞龙椅。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4587	99	2200	RideHeader4_1							0	0	0	1	0		坐骑：羚羊。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4588	99	2200	RideHeader4_2							0	0	0	1	0		坐骑：雪羚羊。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4589	99	2200	RideHeader4_3							0	0	0	1	0		坐骑：幽光羚。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4590	99	2200	RideHeader4_5							0	0	0	1	0		坐骑：火焰貂。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4591	99	2200	RideHeader4_6							0	0	0	1	0		坐骑：熊猫。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4592	99	2200	RideHeader4_7							0	0	0	1	0		坐骑：雷刃兽。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4593	99	2200	RideHeader4_8							0	0	0	1	0		坐骑：赤魅鹰。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4594	99	2200	RideHeader4_9							0	0	0	1	0		坐骑：暗魅鹰。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4595	99	2200	RideHeader4_10							0	0	0	1	0		坐骑：紫魅鹰。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4596	99	2200	RideHeader5_1							0	0	0	1	0		坐骑：江南锁甲马。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4597	99	2200	RideHeader5_2							0	0	0	1	0		坐骑：大漠金戈马。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4598	99	2200	RideHeader5_12							0	0	0	1	0		坐骑：赤麟白泽。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4599	99	2200	RideHeader5_13							0	0	0	1	0		坐骑：青麟白泽。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4600	99	2200	RideHeader6_14							0	0	0	1	0		坐骑：天河灵鹊。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4601	99	2200	RideHeader6_16							0	0	0	1	0		坐骑：黑天马。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4602	99	2200	RideHeader8_8							0	0	0	1	0		坐骑：云霄羽翼。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4603	99	2200	RideHeader9_5							0	0	0	1	0		坐骑：梦灵仙驹。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4604	99	2200	RideHeader4_11							0	0	0	1	0		坐骑：绝地。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4605	99	2200	RideHeader9_11							0	0	0	1	0		坐骑：憨宝熊。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4606	99	2200	RideHeader4_12							0	0	0	1	0		坐骑：蹑景。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4607	99	2200	RideHeader4_12							0	0	0	1	0		坐骑：蹑景·典藏。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4608	99	2200	RideHeader4_13							0	0	0	1	0		坐骑：六合舆。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4609	99	2200	RideHeader4_14							0	0	0	1	0		坐骑：渡情。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4610	99	2200	RideHeader5_13							0	0	0	1	0		坐骑：凌霄。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4611	99	2200	CircularTaskTool90_3							0	0	0	1	0		坐骑：垂云翼。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4612	99	2200	RideHeader4_15							0	0	0	1	0		坐骑：红熊王。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4613	99	2200	CircularTaskTool90_13							0	0	0	1	0		坐骑：圣诞驯鹿。您已激活的坐骑中最高移动速度+10%。	99	0	1	1	
4614	99	2200	CircularTaskTool90_13							0	0	0	1	0		坐骑：圣诞驯鹿。您已激活的坐骑中最高移动速度+20%。	99	0	1	1	
4615	99	2200	CircularTaskTool90_13							0	0	0	1	0		坐骑：圣诞驯鹿。您已激活的坐骑中最高移动速度+40%。	99	0	1	1	
4616	99	2200	CircularTaskTool90_13							0	0	0	1	0		坐骑：圣诞驯鹿。您已激活的坐骑中最高移动速度+70%。	99	0	1	1	
4617	99	2200	CircularTaskTool90_13							0	0	0	1	0		坐骑：圣诞驯鹿。您已激活的坐骑中最高移动速度+75%。	99	0	1	1	
4618	99	2200	CircularTaskTool90_13							0	0	0	1	0		坐骑：圣诞驯鹿。您已激活的坐骑中最高移动速度+80%。	99	0	1	1	
4619	99	2200	CircularTaskTool90_13							0	0	0	1	0		坐骑：圣诞驯鹿。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4620	4620	9000	Buff13_16							0	0	1	0	0		困兽：巨峰醒，百兽歇。珍兽受长留叠嶂中翠雾侵染，触发困兽，所受到伤害即以倍数叠加。	-1	0	1	1	
4621	4621	1000	Buff13_5				buff_boss逸_阴阳无咎_红线		身体中心点	0	0	0	0	1	身体中心点	您与连线之人的阴阳状态相同，请您速速远离。	-1	1	1	1	
4622	4622	2200	Buff26_8				buff_boss逸_阴阳无咎_阴		脚下光圈点	0	0	0	0	0		您当前被标记为阴状态，注意场地内其他玩家的阴阳状态。	-1	1	1	1	
4623	4623	2200	Buff26_7				buff_boss逸_阴阳无咎_阳		脚下光圈点	0	0	0	0	0		您当前被标记为阳状态，注意场地内其他玩家的阴阳状态。	-1	1	1	1	
4625	99	2200	RideHeader4_16							0	0	0	1	0		坐骑：清客摇。您已激活的坐骑中最高移动速度+10%。	99	0	1	1	
4626	99	2200	RideHeader4_16							0	0	0	1	0		坐骑：清客摇。您已激活的坐骑中最高移动速度+20%。	99	0	1	1	
4627	99	2200	RideHeader4_16							0	0	0	1	0		坐骑：清客摇。您已激活的坐骑中最高移动速度+40%。	99	0	1	1	
4628	99	2200	RideHeader4_16							0	0	0	1	0		坐骑：清客摇。您已激活的坐骑中最高移动速度+70%。	99	0	1	1	
4629	99	2200	RideHeader4_16							0	0	0	1	0		坐骑：清客摇。您已激活的坐骑中最高移动速度+75%。	99	0	1	1	
4630	99	2200	RideHeader4_16							0	0	0	1	0		坐骑：清客摇。您已激活的坐骑中最高移动速度+80%。	99	0	1	1	
4631	99	2200	RideHeader4_16							0	0	0	1	0		坐骑：清客摇。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4632	99	2200	RideHeader10_1							0	0	0	1	0		坐骑：凤凰座。您已激活的坐骑中最高移动速度+10%。	99	0	1	1	
4633	99	2200	RideHeader10_1							0	0	0	1	0		坐骑：凤凰座。您已激活的坐骑中最高移动速度+20%。	99	0	1	1	
4634	99	2200	RideHeader10_1							0	0	0	1	0		坐骑：凤凰座。您已激活的坐骑中最高移动速度+40%。	99	0	1	1	
4635	99	2200	RideHeader10_1							0	0	0	1	0		坐骑：凤凰座。您已激活的坐骑中最高移动速度+70%。	99	0	1	1	
4636	99	2200	RideHeader10_1							0	0	0	1	0		坐骑：凤凰座。您已激活的坐骑中最高移动速度+75%。	99	0	1	1	
4637	99	2200	RideHeader10_1							0	0	0	1	0		坐骑：凤凰座。您已激活的坐骑中最高移动速度+80%。	99	0	1	1	
4638	99	2200	RideHeader10_1							0	0	0	1	0		坐骑：凤凰座。您已激活的坐骑中最高移动速度+85%。	99	0	1	1	
4639	4639	1000	MakeMaterial8_16							0	0	0	0	0		无敌15s	-1	0	1	1	
4640	4640	1000	MakeMaterial8_16							0	0	0	0	0		永久定身buff	-1	0	1	1	
4641	4641	1000	MakeMaterial8_16							0	0	0	0	0		定身3秒。	-1	0	1	1	
4642	4642	1000	MakeMaterial8_16							0	0	0	0	0		定身15秒。	-1	0	1	1	
4643	4643	1000	MakeMaterial8_16							0	0	0	0	0			-1	0	1	1	
4644	4644	1450	Buff5_9							0	0	0	1	0		匀称的四肢缓缓舒展，身后的尾巴蓬松而美丽。 #r与九尾狐交流时获得的变身，可右键点击取消变身，并结束交流。	-1	0	1	1	
4645	4645	1450	Buff5_9							0	0	0	1	0		蜿蜒盘旋在半空中，吐息之间，恍若天地随之晃动。#r与青龙交流时获得的变身，可右键点击取消变身，并结束交流。	-1	0	1	1	
4646	4646	1450	Buff5_9							0	0	0	1	0		身后的修蛇如静止一般，刚柔并济，不动如山。#r与玄武交流时获得的变身，可右键点击取消变身，并结束交流。	-1	0	1	1	
4648	4648	1000	FightSkillEMei1_5				g01_em_buff38		头顶状态点	0	0	0	1	0		心魔技能1失明：失明，无法控制，随机移动	-1	0	1	1	
4649	4649	1000	MakeMaterial8_16				hj_boss九尾灵狐_同舟共济		脚下光圈点	0	0	0	0	0		请快速与其他玩家聚集在一起，共同抵御伤害。	-1	0	1	1	
4650	4650	10	PetSoulSkill2_12				cw_特技玄武2022_镇伏		脚下光圈点	0	0	1	0	0		镇伏：对珍兽伤害降低	-1	0	1	1	
4651	4651	20	PetSoulSkill2_12				cw_特技玄武2022_镇伏		脚下光圈点	0	0	1	0	0		镇伏：对珍兽伤害降低	-1	0	1	1	
4652	4652	30	PetSoulSkill2_12				cw_特技玄武2022_镇伏		脚下光圈点	0	0	1	0	0		镇伏：对珍兽伤害降低	-1	0	1	1	
4653	4653	40	PetSoulSkill2_12				cw_特技玄武2022_镇伏		脚下光圈点	0	0	1	0	0		镇伏：对珍兽伤害降低	-1	0	1	1	
4654	4654	50	PetSoulSkill2_12				cw_特技玄武2022_镇伏		脚下光圈点	0	0	1	0	0		镇伏：对珍兽伤害降低	-1	0	1	1	
4655	4655	60	PetSoulSkill2_12				cw_特技玄武2022_镇伏		脚下光圈点	0	0	1	0	0		镇伏：对珍兽伤害降低	-1	0	1	1	
4656	4656	10	PetSoulSkill2_6							0	0	0	0	0		慑天：继承主人的内外功攻击、命中和血上限	-1	0	1	1	
4657	4657	20	PetSoulSkill2_6							0	0	0	0	0		慑天：继承主人的内外功攻击、命中和血上限	-1	0	1	1	
4658	4658	30	PetSoulSkill2_6							0	0	0	0	0		慑天：继承主人的内外功攻击、命中和血上限	-1	0	1	1	
4659	4659	40	PetSoulSkill2_6							0	0	0	0	0		慑天：继承主人的内外功攻击、命中和血上限	-1	0	1	1	
4660	4660	50	PetSoulSkill2_6							0	0	0	0	0		慑天：继承主人的内外功攻击、命中和血上限	-1	0	1	1	
4661	4661	60	PetSoulSkill2_6							0	0	0	0	0		慑天：继承主人的内外功攻击、命中和血上限	-1	0	1	1	
4662	4662	10	PetSoulSkill2_2				cw_特技朱雀2022_涅槃		脚下光圈点	0	0	0	0	0		涅槃：所有属性增加	-1	0	1	1	
4663	4663	20	PetSoulSkill2_2				cw_特技朱雀2022_涅槃		脚下光圈点	0	0	0	0	0		涅槃：所有属性增加	-1	0	1	1	
4664	4664	30	PetSoulSkill2_2				cw_特技朱雀2022_涅槃		脚下光圈点	0	0	0	0	0		涅槃：所有属性增加	-1	0	1	1	
4665	4665	40	PetSoulSkill2_2				cw_特技朱雀2022_涅槃		脚下光圈点	0	0	0	0	0		涅槃：所有属性增加	-1	0	1	1	
4666	4666	50	PetSoulSkill2_2				cw_特技朱雀2022_涅槃		脚下光圈点	0	0	0	0	0		涅槃：所有属性增加	-1	0	1	1	
4667	4667	60	PetSoulSkill2_2				cw_特技朱雀2022_涅槃		脚下光圈点	0	0	0	0	0		涅槃：所有属性增加	-1	0	1	1	
4668	4668	70	PetSoulSkill2_3				cw_特技九尾2022_千幻_debuff		脚下光圈点	0	1	1	0	0		千幻：散功	-1	0	1	1	
4669	4669	2200	PetSoulSkill2_3				cw_特技九尾2022_千幻_debuff		脚下光圈点	1	0	0	0	0		千幻：散功	-1	0	1	1	
4670	4670	2200	PetSoulSkill2_3				cw_特技九尾2022_千幻_debuff		脚下光圈点	1	0	0	0	0		千幻：散功	-1	0	1	1	
4671	4671	2200	PetSoulSkill2_3				cw_特技九尾2022_千幻_debuff		脚下光圈点	1	0	0	0	0		千幻：散功	-1	0	1	1	
4672	4672	10	PetSoulSkill2_8				cw_特技锦鳞2022_溯洄		脚下光圈点	0	0	0	0	0		溯洄：可瞬发召唤珍兽	-1	0	1	1	
4673	4673	20	PetSoulSkill2_8				cw_特技锦鳞2022_溯洄		脚下光圈点	0	0	0	0	0		溯洄：可瞬发召唤珍兽	-1	0	1	1	
4674	4674	30	PetSoulSkill2_8				cw_特技锦鳞2022_溯洄		脚下光圈点	0	0	0	0	0		溯洄：可瞬发召唤珍兽	-1	0	1	1	
4675	4675	40	PetSoulSkill2_8				cw_特技锦鳞2022_溯洄		脚下光圈点	0	0	0	0	0		溯洄：可瞬发召唤珍兽	-1	0	1	1	
4676	4676	50	PetSoulSkill2_8				cw_特技锦鳞2022_溯洄		脚下光圈点	0	0	0	0	0		溯洄：可瞬发召唤珍兽	-1	0	1	1	
4677	4676	60	PetSoulSkill2_8				cw_特技锦鳞2022_溯洄		脚下光圈点	0	0	0	0	0		溯洄：可瞬发召唤珍兽	-1	0	1	1	
4679	4678	2200	RideHeader4_12							0	0	0	0	0		异兽2-无敌	-1	0	1	1	
4680	4679	2200	RideHeader4_12							0	0	0	0	0		异兽2-无敌	-1	0	1	1	
4681	4680	2200	RideHeader4_12							0	0	0	0	0		异兽2-无敌	-1	0	1	1	
