INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
MissionIndex	MissionId	任务类型（客户端）	是否精英（客户端）	是否显示完成（客户端）	环数（客户端）	是否循环任务	完成任务的Npc的坐标(X)	完成任务的Npc的坐标(Y)	任务名称$1$	任务目标（客户端描述）$1$	任务详细描述$1$	是否有Continue	任务继续信息$1$	任务完成信息$1$	接受任务场景ID	接受任务NPC$1$	完成任务场景ID	完成任务NPC$1$	任务目标场景ID	任务目标NPC$1$	任务目标NPC是否动态	任务目标NPC对白$1$	任务需求等级	前续任务Id1	前续任务Id2	前续任务Id3	金钱奖励	交子奖励	经验奖励	关系值存储位置	关系值奖励	关系值奖励提示$1$	放弃任务关系值惩罚	关系值惩罚提示$1$	放弃任务后禁止接任务的时间存储位置	禁止的时间长度，秒	时间限制内接任务的提示$1$	固定物品奖励1	固定物品1奖励数量	固定物品奖励2	固定物品2奖励数量	固定物品奖励3	固定物品3奖励数量	固定物品奖励4	固定物品4奖励数量	固定物品奖励5	固定物品5奖励数量	可选物品奖励1	可选物品1奖励数量	可选物品奖励2	可选物品2奖励数量	可选物品奖励3	可选物品3奖励数量	可选物品奖励4	可选物品4奖励数量	可选物品奖励5	可选物品5奖励数量	隐藏奖励物品1	隐藏物品1奖励数量	隐藏奖励物品2	隐藏物品2奖励数量	隐藏奖励物品3	隐藏物品3奖励数量	送物种类数量（最多5）	第一个物品ID	第一个物品数量	物品是否在接任务时由NPC给予	第二个物品ID	第二个物品数量	物品是否在接任务时由NPC给予	第三个物品ID	第三个物品数量	物品是否在接任务时由NPC给予	第四个物品ID	第四个物品数量	物品是否在接任务时由NPC给予	MissionItem_HashTable列号	第五个物品数量	物品是否在接任务时由NPC给予	后续任务INDEX	预留	预留	预留
1018367	101	10	0	1	0	1	250	168	钟灵任务	    #{MI_DEL9525_1}#R%n#W#{ZL_DE_01}	    #{ZL_DE_02}#R%n#W#{ZL_DE_03}	1	#{RW_20080321_27}	#{RW_20080321_28}	0		6	钟灵	0	203	1	84;85;86;87;88;89	90	-1	-1	-1	0	0	0	93	1	#{ZL_DE_04}	2	#{ZL_DE_05}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018400	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_04}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	219	1	98;99;100;101;102	30	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018401	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_04}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	220	1	98;99;100;101;102	40	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018402	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_04}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	221	1	98;99;100;101;102	50	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018403	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_04}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	222	1	98;99;100;101;102	60	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018404	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_04}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	223	1	98;99;100;101;102	70	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018405	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_04}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	224	1	98;99;100;101;102	80	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018406	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_04}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	225	1	98;99;100;101;102	90	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018407	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_05}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	219	1	98;99;100;101;102	30	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018408	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_05}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	220	1	98;99;100;101;102	40	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018409	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_05}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	221	1	98;99;100;101;102	50	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018410	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_05}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	222	1	98;99;100;101;102	60	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018411	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_05}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	223	1	98;99;100;101;102	70	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018412	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_05}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	224	1	98;99;100;101;102	80	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018413	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_05}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	225	1	98;99;100;101;102	90	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018414	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_06}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	219	1	98;99;100;101;102	30	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018415	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_06}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	220	1	98;99;100;101;102	40	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018416	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_06}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	221	1	98;99;100;101;102	50	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018417	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_06}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	222	1	98;99;100;101;102	60	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018418	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_06}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	223	1	98;99;100;101;102	70	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018419	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_06}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	224	1	98;99;100;101;102	80	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018420	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_06}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	225	1	98;99;100;101;102	90	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018421	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_07}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	219	1	98;99;100;101;102	30	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018422	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_07}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	220	1	98;99;100;101;102	40	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018423	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_07}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	221	1	98;99;100;101;102	50	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018424	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_07}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	222	1	98;99;100;101;102	60	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018425	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_07}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	223	1	98;99;100;101;102	70	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018426	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_07}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	224	1	98;99;100;101;102	80	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018427	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_07}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	225	1	98;99;100;101;102	90	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018428	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_08}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	219	1	98;99;100;101;102	30	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018429	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_08}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	220	1	98;99;100;101;102	40	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018430	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_08}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	221	1	98;99;100;101;102	50	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018431	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_08}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	222	1	98;99;100;101;102	60	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018432	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_08}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	223	1	98;99;100;101;102	70	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018433	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_08}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	224	1	98;99;100;101;102	80	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018434	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_08}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	225	1	98;99;100;101;102	90	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018435	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_09}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	219	1	98;99;100;101;102	30	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018436	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_09}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	220	1	98;99;100;101;102	40	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018437	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_09}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	221	1	98;99;100;101;102	50	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018438	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_09}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	222	1	98;99;100;101;102	60	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018439	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_09}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	223	1	98;99;100;101;102	70	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
1018440	101	10	0	1	0	1	94	177	王语嫣任务	    #{WYY_DE_01}#R%n#W#{WYY_DE_02}	    #{WYY_DE_03}#R%n#W#{WYY_DE_09}	1	#{RW_20080321_38}	#{RW_20080321_39}	0		1	王夫人	0	224	1	98;99;100;101;102	80	-1	-1	-1	0	0	0	98	1	#{WYY_DE_12}	2	#{WYY_DE_13}	91	900	    #{MI_KIL9525_3}	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	
